label,text,tokens,clean_text
ham,just do what ever is easier for you,"['ever', 'easier']",ever easier
spam,rct thnq adrian for u text rgds vatian,"['rct', 'thnq', 'adrian', 'u', 'text', 'rgds', 'vatian']",rct thnq adrian u text rgds vatian
ham,stop calling everyone saying i might have cancer my throat hurts to talk i cant be answering everyones calls if i get one more call im not babysitting on monday,"['stop', 'calling', 'everyone', 'saying', 'might', 'cancer', 'throat', 'hurt', 'talk', 'cant', 'answering', 'everyones', 'call', 'get', 'one', 'call', 'im', 'babysitting', 'monday']",stop calling everyone saying might cancer throat hurt talk cant answering everyones call get one call im babysitting monday
ham,itll be tough but ill do what i have to,"['itll', 'tough', 'ill']",itll tough ill
ham,im gonnamissu so muchi would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract luv yaxx,"['im', 'gonnamissu', 'muchi', 'would', 'say', 'il', 'send', 'u', 'postcard', 'buttheres', 'aboutas', 'much', 'chance', 'merememberin', 'asthere', 'ofsi', 'breakin', 'contract', 'luv', 'yaxx']",im gonnamissu muchi would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx
ham,ee msg na poortiyagi odalebeku hanumanji 7 name 1hanuman 2bajarangabali 3maruti 4pavanaputra 5sankatmochan 6ramaduth 7mahaveer ee 7 name  ltgt  janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde 1 dodda problum nalli siguviri idu matra  ltgt  true dont neglet,"['ee', 'msg', 'na', 'poortiyagi', 'odalebeku', 'hanumanji', '7', 'name', '1hanuman', '2bajarangabali', '3maruti', '4pavanaputra', '5sankatmochan', '6ramaduth', '7mahaveer', 'ee', '7', 'name', 'ltgt', 'janarige', 'ivatte', 'kalisidare', 'next', 'saturday', 'olage', 'ondu', 'good', 'news', 'keluviri', 'maretare', 'inde', '1', 'dodda', 'problum', 'nalli', 'siguviri', 'idu', 'matra', 'ltgt', 'true', 'dont', 'neglet']",ee msg na poortiyagi odalebeku hanumanji 7 name 1hanuman 2bajarangabali 3maruti 4pavanaputra 5sankatmochan 6ramaduth 7mahaveer ee 7 name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde 1 dodda problum nalli siguviri idu matra ltgt true dont neglet
ham,hi darlin i finish at 3 do u 1 2 pick me up or meet me text back on this number luv kate xxx,"['hi', 'darlin', 'finish', '3', 'u', '1', '2', 'pick', 'meet', 'text', 'back', 'number', 'luv', 'kate', 'xxx']",hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx
ham,set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day,"['set', 'place', 'heart', 'mind', 'mind', 'easily', 'forgets', 'heart', 'always', 'remember', 'wish', 'happy', 'valentine', 'day']",set place heart mind mind easily forgets heart always remember wish happy valentine day
ham,but im surprised she still can guess right lor,"['im', 'surprised', 'still', 'guess', 'right', 'lor']",im surprised still guess right lor
ham,okie ì wan meet at bishan cos me at bishan now im not driving today,"['okie', 'ì', 'wan', 'meet', 'bishan', 'co', 'bishan', 'im', 'driving', 'today']",okie ì wan meet bishan co bishan im driving today
ham,oh ho is this the first time u use these type of words,"['oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'word']",oh ho first time u use type word
ham,hi darlin how was work did u get into trouble ijust talked to your mum all morning i had a really good time last night im goin out soon but call me if u can,"['hi', 'darlin', 'work', 'u', 'get', 'trouble', 'ijust', 'talked', 'mum', 'morning', 'really', 'good', 'time', 'last', 'night', 'im', 'goin', 'soon', 'call', 'u']",hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u
ham,i know you are serving i mean what are you doing now,"['know', 'serving', 'mean']",know serving mean
ham,huh hyde park not in mel ah opps got confused anyway if tts e best choice den we juz have to take it,"['huh', 'hyde', 'park', 'mel', 'ah', 'opps', 'got', 'confused', 'anyway', 'tt', 'e', 'best', 'choice', 'den', 'juz', 'take']",huh hyde park mel ah opps got confused anyway tt e best choice den juz take
ham,oh gei that happend to me in tron maybe ill dl it in 3d when its out,"['oh', 'gei', 'happend', 'tron', 'maybe', 'ill', 'dl', '3d']",oh gei happend tron maybe ill dl 3d
spam,free message activate your 500 free text messages by replying to this message with the word free for terms  conditions visit www07781482378com,"['free', 'message', 'activate', '500', 'free', 'text', 'message', 'replying', 'message', 'word', 'free', 'term', 'condition', 'visit', 'www07781482378com']",free message activate 500 free text message replying message word free term condition visit www07781482378com
ham,i know girls always safe and selfish know i got it pa thank you good night,"['know', 'girl', 'always', 'safe', 'selfish', 'know', 'got', 'pa', 'thank', 'good', 'night']",know girl always safe selfish know got pa thank good night
ham,no worries hope photo shoot went well have a spiffing fun at workage ,"['worry', 'hope', 'photo', 'shoot', 'went', 'well', 'spiffing', 'fun', 'workage']",worry hope photo shoot went well spiffing fun workage
ham,im freezing and craving ice fml,"['im', 'freezing', 'craving', 'ice', 'fml']",im freezing craving ice fml
ham,kay since we are out already ,"['kay', 'since', 'already']",kay since already
ham,eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office,"['eh', 'sorry', 'leh', 'din', 'c', 'ur', 'msg', 'sad', 'already', 'lar', 'watching', 'tv', 'u', 'still', 'office']",eh sorry leh din c ur msg sad already lar watching tv u still office
ham,yo im right by yo work,"['yo', 'im', 'right', 'yo', 'work']",yo im right yo work
ham,ok darlin i supose it was ok i just worry too muchi have to do some film stuff my mate and then have to babysit again but you can call me therexx,"['ok', 'darlin', 'supose', 'ok', 'worry', 'muchi', 'film', 'stuff', 'mate', 'babysit', 'call', 'therexx']",ok darlin supose ok worry muchi film stuff mate babysit call therexx
ham,she said do u mind if i go into the bedroom for a minute   ok i sed in a sexy mood she came out 5 minuts latr wid a caken my wife,"['said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', '5', 'minuts', 'latr', 'wid', 'caken', 'wife']",said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid caken wife
ham,i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them,"['wake', 'since', 'checked', 'stuff', 'saw', 'true', 'available', 'space', 'pls', 'call', 'embassy', 'send', 'mail']",wake since checked stuff saw true available space pls call embassy send mail
ham,nope juz off from work,"['nope', 'juz', 'work']",nope juz work
ham,huh so fast dat means u havent finished painting,"['huh', 'fast', 'dat', 'mean', 'u', 'havent', 'finished', 'painting']",huh fast dat mean u havent finished painting
ham, what number do u live at is it 11,"['number', 'u', 'live', '11']",number u live 11
ham,no we put party 7 days a week and study lightly i think we need to draw in some custom checkboxes so they know were hardcore,"['put', 'party', '7', 'day', 'week', 'study', 'lightly', 'think', 'need', 'draw', 'custom', 'checkboxes', 'know', 'hardcore']",put party 7 day week study lightly think need draw custom checkboxes know hardcore
ham,sac will score big hundredhe is set batsman,"['sac', 'score', 'big', 'hundredhe', 'set', 'batsman']",sac score big hundredhe set batsman
ham,send me yettys number pls,"['send', 'yettys', 'number', 'pls']",send yettys number pls
ham,how much it will cost approx  per month,"['much', 'cost', 'approx', 'per', 'month']",much cost approx per month
ham,ok the theory test when are ì going to book i think its on 21 may coz thought wanna go out with jiayin but she isnt free,"['ok', 'theory', 'test', 'ì', 'going', 'book', 'think', '21', 'may', 'coz', 'thought', 'wan', 'na', 'go', 'jiayin', 'isnt', 'free']",ok theory test ì going book think 21 may coz thought wan na go jiayin isnt free
spam,you are being contacted by our dating service by someone you know to find out who it is call from a land line 09050000928 pobox45w2tg150p,"['contacted', 'dating', 'service', 'someone', 'know', 'find', 'call', 'land', 'line', '09050000928', 'pobox45w2tg150p']",contacted dating service someone know find call land line 09050000928 pobox45w2tg150p
ham,thats fine have him give me a call if he knows what he wants or has any questions,"['thats', 'fine', 'give', 'call', 'know', 'want', 'question']",thats fine give call know want question
ham,sorry got a late start were on the way,"['sorry', 'got', 'late', 'start', 'way']",sorry got late start way
ham,then u go back urself lor,"['u', 'go', 'back', 'urself', 'lor']",u go back urself lor
ham,i am at the gas station go there,"['gas', 'station', 'go']",gas station go
ham,k if u bored up just come to my home,"['k', 'u', 'bored', 'come', 'home']",k u bored come home
ham,babe  i love you  covers your face in kisses,"['babe', 'love', 'cover', 'face', 'kiss']",babe love cover face kiss
ham,like i made him throw up when we were smoking in our friends car one time it was awesome,"['like', 'made', 'throw', 'smoking', 'friend', 'car', 'one', 'time', 'awesome']",like made throw smoking friend car one time awesome
ham,still i have not checked it da  ,"['still', 'checked', 'da']",still checked da
ham,you will go to walmart ill stay,"['go', 'walmart', 'ill', 'stay']",go walmart ill stay
ham,i havent forgotten you i might have a couple bucks to send you tomorrow k i love ya too,"['havent', 'forgotten', 'might', 'couple', 'buck', 'send', 'tomorrow', 'k', 'love', 'ya']",havent forgotten might couple buck send tomorrow k love ya
ham,oh great ill disturb him more so that we can talk,"['oh', 'great', 'ill', 'disturb', 'talk']",oh great ill disturb talk
ham,reverse is cheating that is not mathematics,"['reverse', 'cheating', 'mathematics']",reverse cheating mathematics
ham,ure welcome caught u using broken english again,"['ure', 'welcome', 'caught', 'u', 'using', 'broken', 'english']",ure welcome caught u using broken english
ham,no problem baby is this is a good time to talk i called and left a message,"['problem', 'baby', 'good', 'time', 'talk', 'called', 'left', 'message']",problem baby good time talk called left message
ham,sorry ill call later,"['sorry', 'ill', 'call', 'later']",sorry ill call later
ham,oh is it which brand,"['oh', 'brand']",oh brand
ham,sorry i cant take your call right now it so happens that there r 2waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance,"['sorry', 'cant', 'take', 'call', 'right', 'happens', 'r', '2waxsto', 'wat', 'want', 'come', 'ill', 'get', 'medical', 'insurance', 'shell', 'able', 'deliver', 'basic', 'care', 'im', 'currently', 'shopping', 'right', 'medical', 'insurance', 'give', 'til', 'friday', 'morning', 'thats', 'ill', 'see', 'major', 'person', 'guide', 'right', 'insurance']",sorry cant take call right happens r 2waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance
ham,at what time are you coming,"['time', 'coming']",time coming
ham,call him and say you not coming today ok and tell them not to fool me like this ok,"['call', 'say', 'coming', 'today', 'ok', 'tell', 'fool', 'like', 'ok']",call say coming today ok tell fool like ok
ham,i emailed yifeng my part oredi can ì get it fr him,"['emailed', 'yifeng', 'part', 'oredi', 'ì', 'get', 'fr']",emailed yifeng part oredi ì get fr
ham,r u sure theyll understand that wine  good idea just had a slurp,"['r', 'u', 'sure', 'theyll', 'understand', 'wine', 'good', 'idea', 'slurp']",r u sure theyll understand wine good idea slurp
ham,minimum walk is 3miles a day,"['minimum', 'walk', '3miles', 'day']",minimum walk 3miles day
ham,ok not a problem will get them a taxi c ing  tomorrow and tuesday on tuesday think we r all going to the cinema ,"['ok', 'problem', 'get', 'taxi', 'c', 'ing', 'tomorrow', 'tuesday', 'tuesday', 'think', 'r', 'going', 'cinema']",ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
ham,brainless baby dolld vehicle sariyag drive madoke barolla,"['brainless', 'baby', 'dolld', 'vehicle', 'sariyag', 'drive', 'madoke', 'barolla']",brainless baby dolld vehicle sariyag drive madoke barolla
ham,i dont run away frm u i walk slowly amp it kills me that u dont care enough to stop me,"['dont', 'run', 'away', 'frm', 'u', 'walk', 'slowly', 'amp', 'kill', 'u', 'dont', 'care', 'enough', 'stop']",dont run away frm u walk slowly amp kill u dont care enough stop
spam,sorry i missed your call lets talk when you have the time im on 07090201529,"['sorry', 'missed', 'call', 'let', 'talk', 'time', 'im', '07090201529']",sorry missed call let talk time im 07090201529
ham,please attend the phone,"['please', 'attend', 'phone']",please attend phone
ham,you only hate me you can call any but you didnt accept even a single call of mine or even you messaged,"['hate', 'call', 'didnt', 'accept', 'even', 'single', 'call', 'mine', 'even', 'messaged']",hate call didnt accept even single call mine even messaged
ham,no messages on her phone im holding it now,"['message', 'phone', 'im', 'holding']",message phone im holding
ham,can im free,"['im', 'free']",im free
ham,yo my trip got postponed you still stocked up,"['yo', 'trip', 'got', 'postponed', 'still', 'stocked']",yo trip got postponed still stocked
ham,sorry ill call later,"['sorry', 'ill', 'call', 'later']",sorry ill call later
ham,i am waiting for your call sir,"['waiting', 'call', 'sir']",waiting call sir
ham,hey what are you doing y no reply pa,"['hey', 'reply', 'pa']",hey reply pa
ham,hey elaine is todays meeting still on,"['hey', 'elaine', 'today', 'meeting', 'still']",hey elaine today meeting still
ham,sorry ive not gone to that place ill do so tomorrow really sorry,"['sorry', 'ive', 'gone', 'place', 'ill', 'tomorrow', 'really', 'sorry']",sorry ive gone place ill tomorrow really sorry
ham,most of the tiime when i dont let you hug me its so i dont break into tears,"['tiime', 'dont', 'let', 'hug', 'dont', 'break', 'tear']",tiime dont let hug dont break tear
ham,tomorrow i am not going to theatre   so i can come wherever u call me   tell me where and when to come tomorrow,"['tomorrow', 'going', 'theatre', 'come', 'wherever', 'u', 'call', 'tell', 'come', 'tomorrow']",tomorrow going theatre come wherever u call tell come tomorrow
ham,and now electricity just went out fml,"['electricity', 'went', 'fml']",electricity went fml
ham,looks like you found something to do other than smoke great job,"['look', 'like', 'found', 'something', 'smoke', 'great', 'job']",look like found something smoke great job
ham,also andros ice etc etc,"['also', 'andros', 'ice', 'etc', 'etc']",also andros ice etc etc
ham, ,[],
ham,good afternon my love how are today i hope your good and maybe have some interviews i wake and miss you babe a passionate kiss from across the sea,"['good', 'afternon', 'love', 'today', 'hope', 'good', 'maybe', 'interview', 'wake', 'miss', 'babe', 'passionate', 'kiss', 'across', 'sea']",good afternon love today hope good maybe interview wake miss babe passionate kiss across sea
ham,yup wun believe wat u really neva c e msg i sent shuhui,"['yup', 'wun', 'believe', 'wat', 'u', 'really', 'neva', 'c', 'e', 'msg', 'sent', 'shuhui']",yup wun believe wat u really neva c e msg sent shuhui
ham,hows that watch resizing,"['hows', 'watch', 'resizing']",hows watch resizing
ham,dear umma she called me now ,"['dear', 'umma', 'called']",dear umma called
ham,just finished missing you plenty,"['finished', 'missing', 'plenty']",finished missing plenty
spam,complimentary 4 star ibiza holiday or å£10000 cash needs your urgent collection 09066364349 now from landline not to lose out box434sk38wp150ppm18,"['complimentary', '4', 'star', 'ibiza', 'holiday', 'å£10000', 'cash', 'need', 'urgent', 'collection', '09066364349', 'landline', 'lose', 'box434sk38wp150ppm18']",complimentary 4 star ibiza holiday å£10000 cash need urgent collection 09066364349 landline lose box434sk38wp150ppm18
ham,well i meant as opposed to my drunken night of before,"['well', 'meant', 'opposed', 'drunken', 'night']",well meant opposed drunken night
ham,k must book a not huh so going for yoga basic on sunday,"['k', 'must', 'book', 'huh', 'going', 'yoga', 'basic', 'sunday']",k must book huh going yoga basic sunday
spam,free msgwe billed your mobile number by mistake from shortcode 83332please call 08081263000 to have charges refundedthis call will be free from a bt landline,"['free', 'msgwe', 'billed', 'mobile', 'number', 'mistake', 'shortcode', '83332please', 'call', '08081263000', 'charge', 'refundedthis', 'call', 'free', 'bt', 'landline']",free msgwe billed mobile number mistake shortcode 83332please call 08081263000 charge refundedthis call free bt landline
ham,ok can,['ok'],ok
ham,oops  am at my mums in somerset bit far back tomo see you soon x,"['oops', 'mum', 'somerset', 'bit', 'far', 'back', 'tomo', 'see', 'soon', 'x']",oops mum somerset bit far back tomo see soon x
ham,so u workin overtime nigpun,"['u', 'workin', 'overtime', 'nigpun']",u workin overtime nigpun
ham,same as kallis dismissial in 2nd test,"['kallis', 'dismissial', '2nd', 'test']",kallis dismissial 2nd test
ham,o guess they both got screwd,"['guess', 'got', 'screwd']",guess got screwd
spam,please call 08712402972 immediately as there is an urgent message waiting for you,"['please', 'call', '08712402972', 'immediately', 'urgent', 'message', 'waiting']",please call 08712402972 immediately urgent message waiting
ham,im in a meeting call me later at,"['im', 'meeting', 'call', 'later']",im meeting call later
ham,what r u cooking me for dinner,"['r', 'u', 'cooking', 'dinner']",r u cooking dinner
ham,ok thanx,"['ok', 'thanx']",ok thanx
ham,bull your plan was to go floating off to ikea with me without a care in the world so i have to live with your mess another day,"['bull', 'plan', 'go', 'floating', 'ikea', 'without', 'care', 'world', 'live', 'mess', 'another', 'day']",bull plan go floating ikea without care world live mess another day
ham,then i buy,['buy'],buy
spam,urgent your mobile number has been awarded with a å£2000 bonus caller prize call 09058095201 from land line valid 12hrs only,"['urgent', 'mobile', 'number', 'awarded', 'å£2000', 'bonus', 'caller', 'prize', 'call', '09058095201', 'land', 'line', 'valid', '12hrs']",urgent mobile number awarded å£2000 bonus caller prize call 09058095201 land line valid 12hrs
ham,heehee that was so funny tho,"['heehee', 'funny', 'tho']",heehee funny tho
ham,it only does simple arithmetic not percentages,"['simple', 'arithmetic', 'percentage']",simple arithmetic percentage
ham,yeah we wouldnt leave for an hour at least hows 4 sound,"['yeah', 'wouldnt', 'leave', 'hour', 'least', 'hows', '4', 'sound']",yeah wouldnt leave hour least hows 4 sound
spam,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a å£1500 bonus prize call 09066364589,"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', 'å£1500', 'bonus', 'prize', 'call', '09066364589']",valued customer pleased advise following recent review mob awarded å£1500 bonus prize call 09066364589
ham,thanks honey have a great day,"['thanks', 'honey', 'great', 'day']",thanks honey great day
ham,an amazing quote  sometimes in life its difficult to decide whats wrong a lie that brings a smile or the truth that brings a tear,"['amazing', 'quote', 'sometimes', 'life', 'difficult', 'decide', 'whats', 'wrong', 'lie', 'brings', 'smile', 'truth', 'brings', 'tear']",amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear
ham,good night my dear sleepwellamptake care,"['good', 'night', 'dear', 'sleepwellamptake', 'care']",good night dear sleepwellamptake care
ham,then ì ask dad to pick ì up lar ìï wan 2 stay until 6 meh,"['ì', 'ask', 'dad', 'pick', 'ì', 'lar', 'ìï', 'wan', '2', 'stay', '6', 'meh']",ì ask dad pick ì lar ìï wan 2 stay 6 meh
ham,jus chillaxin what up,"['jus', 'chillaxin']",jus chillaxin
ham,hey das cool iknow all 2 wellda peril of studentfinancial crisisspk 2 u l8r,"['hey', 'da', 'cool', 'iknow', '2', 'wellda', 'peril', 'studentfinancial', 'crisisspk', '2', 'u', 'l8r']",hey da cool iknow 2 wellda peril studentfinancial crisisspk 2 u l8r
ham,beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it goodmorning,"['beautiful', 'truth', 'gravity', 'read', 'carefully', 'heart', 'feel', 'light', 'someone', 'feel', 'heavy', 'someone', 'leaf', 'goodmorning']",beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf goodmorning
spam,do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minutes to any mobile  100 free texts  free camcorder reply or call 08000930705,"['want', 'new', 'nokia', '3510i', 'colour', 'phone', 'deliveredtomorrow', '300', 'free', 'minute', 'mobile', '100', 'free', 'text', 'free', 'camcorder', 'reply', 'call', '08000930705']",want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile 100 free text free camcorder reply call 08000930705
ham,whats that coming over the hill is it a monster hope you have a great day things r going fine here busy though ,"['whats', 'coming', 'hill', 'monster', 'hope', 'great', 'day', 'thing', 'r', 'going', 'fine', 'busy', 'though']",whats coming hill monster hope great day thing r going fine busy though
ham,joys father is john then john is the  of joys father if u ans ths you hav  ltgt  iq tis s ias question try to answer,"['joy', 'father', 'john', 'john', 'joy', 'father', 'u', 'an', 'th', 'hav', 'ltgt', 'iq', 'ti', 'ia', 'question', 'try', 'answer']",joy father john john joy father u an th hav ltgt iq ti ia question try answer
ham,only once then after ill obey all yours,"['ill', 'obey']",ill obey
ham,no she didnt i will search online and let you know,"['didnt', 'search', 'online', 'let', 'know']",didnt search online let know
ham,where do you need to go to get it,"['need', 'go', 'get']",need go get
ham,no pic please resend,"['pic', 'please', 'resend']",pic please resend
ham,he remains a bro amongst bros,"['remains', 'bro', 'amongst', 'bros']",remains bro amongst bros
ham,uhhhhrmm isnt having tb test bad when youre sick,"['uhhhhrmm', 'isnt', 'tb', 'test', 'bad', 'youre', 'sick']",uhhhhrmm isnt tb test bad youre sick
ham,but i haf enuff space got like 4 mb,"['haf', 'enuff', 'space', 'got', 'like', '4', 'mb']",haf enuff space got like 4 mb
spam,life has never been this much fun and great until you came in you made it truly special for me i wont forget you enjoy  one gbpsms,"['life', 'never', 'much', 'fun', 'great', 'came', 'made', 'truly', 'special', 'wont', 'forget', 'enjoy', 'one', 'gbpsms']",life never much fun great came made truly special wont forget enjoy one gbpsms
spam,do you want a new video phone 600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 or reply now,"['want', 'new', 'video', 'phone', '600', 'anytime', 'network', 'min', '400', 'inclusive', 'video', 'call', 'downloads', '5', 'per', 'week', 'free', 'deltomorrow', 'call', '08002888812', 'reply']",want new video phone 600 anytime network min 400 inclusive video call downloads 5 per week free deltomorrow call 08002888812 reply
spam,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a å£1500 bonus prize call 09066368470,"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', 'å£1500', 'bonus', 'prize', 'call', '09066368470']",valued customer pleased advise following recent review mob awarded å£1500 bonus prize call 09066368470
spam,welcome please reply with your age and gender to begin eg 24m,"['welcome', 'please', 'reply', 'age', 'gender', 'begin', 'eg', '24m']",welcome please reply age gender begin eg 24m
spam,freemsg 1month unlimited free calls activate smartcall txt call to no 68866 subscriptn3gbpwk unlimited calls help 08448714184 stoptxt stop landlineonly,"['freemsg', '1month', 'unlimited', 'free', 'call', 'activate', 'smartcall', 'txt', 'call', '68866', 'subscriptn3gbpwk', 'unlimited', 'call', 'help', '08448714184', 'stoptxt', 'stop', 'landlineonly']",freemsg 1month unlimited free call activate smartcall txt call 68866 subscriptn3gbpwk unlimited call help 08448714184 stoptxt stop landlineonly
spam,had your mobile 10 mths update to latest orange cameravideo phones for free save å£s with free textsweekend calls text yes for a callback orno to opt out,"['mobile', '10', 'mths', 'update', 'latest', 'orange', 'cameravideo', 'phone', 'free', 'save', 'å£s', 'free', 'textsweekend', 'call', 'text', 'yes', 'callback', 'orno', 'opt']",mobile 10 mths update latest orange cameravideo phone free save å£s free textsweekend call text yes callback orno opt
spam,am new 2 club  dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x callså£1minmobsmore lkpobox177hp51fl,"['new', '2', 'club', 'dont', 'fink', 'met', 'yet', 'b', 'gr8', '2', 'c', 'u', 'please', 'leave', 'msg', '2day', 'wiv', 'ur', 'area', '09099726553', 'reply', 'promised', 'carlie', 'x', 'callså£1minmobsmore', 'lkpobox177hp51fl']",new 2 club dont fink met yet b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x callså£1minmobsmore lkpobox177hp51fl
ham,true its easier with her here,"['true', 'easier']",true easier
ham,sure but since my parents will be working on tuesday i dont really need a cover story,"['sure', 'since', 'parent', 'working', 'tuesday', 'dont', 'really', 'need', 'cover', 'story']",sure since parent working tuesday dont really need cover story
ham,haha okay today weekend leh ,"['haha', 'okay', 'today', 'weekend', 'leh']",haha okay today weekend leh
ham,hi darlin did youphone me im athome if youwanna chat,"['hi', 'darlin', 'youphone', 'im', 'athome', 'youwanna', 'chat']",hi darlin youphone im athome youwanna chat
ham,i dont know jack shit about anything or id sayask something helpful but if you want you can pretend that i did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,"['dont', 'know', 'jack', 'shit', 'anything', 'id', 'sayask', 'something', 'helpful', 'want', 'pretend', 'text', 'whatever', 'response', 'hypotheticalhuagauahahuagahyuhagga']",dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
ham,youve always been the brainy one,"['youve', 'always', 'brainy', 'one']",youve always brainy one
ham,yeah if we do have to get a random dude we need to change our info sheets to party  ltgt 7 never study just to be safe,"['yeah', 'get', 'random', 'dude', 'need', 'change', 'info', 'sheet', 'party', 'ltgt', '7', 'never', 'study', 'safe']",yeah get random dude need change info sheet party ltgt 7 never study safe
spam,camera  you are awarded a sipix digital camera call 09061221066 fromm landline delivery within 28 days,"['camera', 'awarded', 'sipix', 'digital', 'camera', 'call', '09061221066', 'fromm', 'landline', 'delivery', 'within', '28', 'day']",camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 day
ham,christmas is an occasion that is celebrated as a reflection of ur values desires affectionsamp traditions have an ideal christmas,"['christmas', 'occasion', 'celebrated', 'reflection', 'ur', 'value', 'desire', 'affectionsamp', 'tradition', 'ideal', 'christmas']",christmas occasion celebrated reflection ur value desire affectionsamp tradition ideal christmas
ham,sending you greetings of joy and happiness do have a gr8 evening,"['sending', 'greeting', 'joy', 'happiness', 'gr8', 'evening']",sending greeting joy happiness gr8 evening
ham,hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal when are u free katexxx,"['hi', 'darlin', 'cantdo', 'anythingtomorrow', 'myparents', 'aretaking', 'outfor', 'meal', 'u', 'free', 'katexxx']",hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free katexxx
ham,if india win or level series means this is record,"['india', 'win', 'level', 'series', 'mean', 'record']",india win level series mean record
ham,then what about further plan,['plan'],plan
ham,its good to hear from you,"['good', 'hear']",good hear
ham,awesome how do i deal with the gate charles told me last night but uh yeah,"['awesome', 'deal', 'gate', 'charles', 'told', 'last', 'night', 'uh', 'yeah']",awesome deal gate charles told last night uh yeah
ham,what time you thinkin of goin,"['time', 'thinkin', 'goin']",time thinkin goin
spam,get a free mobile video player free movie to collect text go to 89105 its free extra films can be ordered ts and cs apply 18 yrs only,"['get', 'free', 'mobile', 'video', 'player', 'free', 'movie', 'collect', 'text', 'go', '89105', 'free', 'extra', 'film', 'ordered', 't', 'c', 'apply', '18', 'yr']",get free mobile video player free movie collect text go 89105 free extra film ordered t c apply 18 yr
spam,save money on wedding lingerie at wwwbridalpetticoatdreamscouk choose from a superb selection with national delivery brought to you by weddingfriend,"['save', 'money', 'wedding', 'lingerie', 'wwwbridalpetticoatdreamscouk', 'choose', 'superb', 'selection', 'national', 'delivery', 'brought', 'weddingfriend']",save money wedding lingerie wwwbridalpetticoatdreamscouk choose superb selection national delivery brought weddingfriend
ham,your board is working fine the issue of overheating is also reslove but still software inst is pending i will come around 8o clock,"['board', 'working', 'fine', 'issue', 'overheating', 'also', 'reslove', 'still', 'software', 'inst', 'pending', 'come', 'around', '8o', 'clock']",board working fine issue overheating also reslove still software inst pending come around 8o clock
ham,yes but i dont care cause i know its there,"['yes', 'dont', 'care', 'cause', 'know']",yes dont care cause know
ham,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal ,"['wiskey', 'brandy', 'rum', 'gin', 'beer', 'vodka', 'scotch', 'shampain', 'wine', 'kudiyarasu', 'dhina', 'vaazhthukkal']",wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal
ham,mon okie lor haha best is cheap n gd food la ex oso okie depends on whether wana eat western or chinese food den which u prefer ,"['mon', 'okie', 'lor', 'haha', 'best', 'cheap', 'n', 'gd', 'food', 'la', 'ex', 'oso', 'okie', 'depends', 'whether', 'wana', 'eat', 'western', 'chinese', 'food', 'den', 'u', 'prefer']",mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer
ham,sitting ard nothing to do lor u leh busy w work,"['sitting', 'ard', 'nothing', 'lor', 'u', 'leh', 'busy', 'w', 'work']",sitting ard nothing lor u leh busy w work
ham,its  ltgt k here oh should i send home for sale,"['ltgt', 'k', 'oh', 'send', 'home', 'sale']",ltgt k oh send home sale
ham,sorry  mail  ,"['sorry', 'mail']",sorry mail
